datasetName,datasetUrl,datasetDescr,datasetCategory,update,tags,catUrl,catPage
"Map 2017 Property Taxes (Zoom in to see points or Select ""X"" in upper left hand corner to enter address)",https://data.montgomerycountymd.gov/Finance-Tax-Property/Map-2017-Property-Taxes-Zoom-in-to-see-points-or-S/vwf5-fcc9," This data represents all of the County’s residential real estate properties and all of the associated tax charges and credits with that property processed at the annual billing in July of each year, excluding any subsequent billing additions and/or revisions throughout the year. This dataset excludes the names of the property owners. The addresses in this database represent the address of the property. For more information about the individual taxes and credits, please go to http://www.montgomerycountymd.gov/finance/taxes/faqs.html#credit. Update Frequency: Updated Annually in July ",Finance/Tax/Property,August 12 2017,"house,credits,bill,treasury,resident,and 3 more,",https://data.montgomerycountymd.gov/browse?&page=51,51
Map - All Public Facilities for Community Use,https://data.montgomerycountymd.gov/Community-Recreation/Map-All-Public-Facilities-for-Community-Use/6pdy-rvyf," Community Use of Public Facilities All Facilities. To reserve a public facility follow this link: http://www.montgomerycountymd.gov/cupf/ and select ""Reserve Facility"" from the menu on the left side. This data is updated annually ",Community/Recreation,January 13 2017,"athletic field,library,regional service center,schools,reserve,and 2 more,",https://data.montgomerycountymd.gov/browse?&page=37,37
Map of 2016 Spring Basketball Programs,https://data.montgomerycountymd.gov/Community-Recreation/Map-of-2016-Spring-Basketball-Programs/6mvy-2ftg," List of all programs (Register here: https://apm.activecommunities.com/montgomerycounty/Home) to include Aquatics, Senior and Tiny Tot Activities, Dance, Martial Arts, Music,Arts and Crafts and more. Dates, Times, Age Requirements, and Locations included.
Update Frequency: Annually ",Community/Recreation,March 6 2019,"ping pong,volleyball,swimming,activities,programs,",https://data.montgomerycountymd.gov/browse?&page=72,72
Map of County Government Public WiFi Locations,https://data.montgomerycountymd.gov/Technology/Map-of-County-Government-Public-WiFi-Locations/qmmh-ru58, A list of all Montgomery County WiFi Hot Spots. Update Frequency: Quarterly ,Technology,April 23 2018,"surf the web,cloud,www,internet,wifi,",https://data.montgomerycountymd.gov/browse?&page=39,39
Map of Department of Liquor Control Licensees,https://data.montgomerycountymd.gov/Community-Recreation/Map-of-Department-of-Liquor-Control-Licensees/vvhx-rz92," List of all companies licensed by Montgomery County to sell alcoholic beverages to include name, address, and account number. Update Frequency: Monthly ",Community/Recreation,January 1 2020,"license,liquor,dining,restaurant,alcohol,and 3 more,",https://data.montgomerycountymd.gov/browse?&page=33,33
Map of DEP Development Standard Variance,https://data.montgomerycountymd.gov/Licenses-Permits/Map-of-DEP-Development-Standard-Variance/g33z-zhwe," A variance is required when an application has submitted a proposed project to the Department of Permitting Services and it is determined that the construction, alteration or extension does not conform to the development standards (in the zoning ordinance) for the zone in which the subject property is located. A variance may be required in any zone and includes accessory structures as well as primary buildings or dwellings.
Update Frequency : Daily ",Licenses/Permits,January 29 2020,"variance,standard,development,",https://data.montgomerycountymd.gov/browse?&page=39,39
Map of Garage and Lot Locations,https://data.montgomerycountymd.gov/Transportation/Map-of-Garage-and-Lot-Locations/t292-96ux,NA,Transportation,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=29,29
Map of Pool Inspections,https://data.montgomerycountymd.gov/Health-and-Human-Services/Map-of-Pool-Inspections/r34v-kk44,NA,Health and Human Services,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=41,41
Map of Recreation Spring Aquatics Programs 2016,https://data.montgomerycountymd.gov/Community-Recreation/Map-of-Recreation-Spring-Aquatics-Programs-2016/pia6-dhjj," List of all programs to include Aquatics, Senior and Tiny Tot Activities, Dance, Martial Arts, Music,Arts and Crafts and more. Dates, Times, Age Requirements, and Locations included.
Update Frequency: Annually ",Community/Recreation,March 6 2019,"ping pong,volleyball,swimming,activities,programs,",https://data.montgomerycountymd.gov/browse?&page=55,55
"Map of Recreation Spring Exercise, Fitness & Wellness Programs 2016",https://data.montgomerycountymd.gov/Community-Recreation/Map-of-Recreation-Spring-Exercise-Fitness-Wellness/7crn-sgc4," List of all programs to include Aquatics, Senior and Tiny Tot Activities, Dance, Martial Arts, Music,Arts and Crafts and more. Dates, Times, Age Requirements, and Locations included.
Update Frequency: Annually ",Community/Recreation,March 6 2019,"ping pong,volleyball,swimming,activities,programs,",https://data.montgomerycountymd.gov/browse?&page=64,64
Map of Recreation Spring Martial Arts Programs 2016,https://data.montgomerycountymd.gov/Community-Recreation/Map-of-Recreation-Spring-Martial-Arts-Programs-201/hhhd-f38b," List of all programs to include Aquatics, Senior and Tiny Tot Activities, Dance, Martial Arts, Music,Arts and Crafts and more. Dates, Times, Age Requirements, and Locations included.
Update Frequency: Annually ",Community/Recreation,March 6 2019,"ping pong,volleyball,swimming,activities,programs,",https://data.montgomerycountymd.gov/browse?&page=58,58
Map of Recreation Spring Programs 2016,https://data.montgomerycountymd.gov/Community-Recreation/Map-of-Recreation-Spring-Programs-2016/fcxh-b7ne," List of all programs to include Aquatics, Senior and Tiny Tot Activities, Dance, Martial Arts, Music,Arts and Crafts and more. Dates, Times, Age Requirements, and Locations included.
Update Frequency: Annually ",Community/Recreation,March 6 2019,"ping pong,volleyball,swimming,activities,programs,",https://data.montgomerycountymd.gov/browse?&page=46,46
Map of Recreation Summer Camps,https://data.montgomerycountymd.gov/Community-Recreation/Map-of-Recreation-Summer-Camps/3z8h-rmk2," List of all Camps to include Aquatics, Basketball, Soccer, Special Interest, General Sports, Therapeutic and more. Dates, Times, Age Requirements, and Locations included.
Update Frequency: Annually ",Community/Recreation,January 29 2020,"basketball,soccer,running,pools,swimming,and 3 more,",https://data.montgomerycountymd.gov/browse?&page=52,52
Map of Right of Way Permit Applications,https://data.montgomerycountymd.gov/Licenses-Permits/Map-of-Right-of-Way-Permit-Applications/ugrg-9hu2," Data for all Public Right of Way Permit applications, including status and work performed. Update Frequency: Daily ",Licenses/Permits,January 29 2020,"residential,right of way,permit,",https://data.montgomerycountymd.gov/browse?&page=5,5
Map Showing Open Permits,https://data.montgomerycountymd.gov/Licenses-Permits/Map-Showing-Open-Permits/nehp-my8s," Data for all Residential Building Permits issued since 2000, including status and work performed. Update Frequency: Daily ",Licenses/Permits,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=12,12
MARC Train Stations [arcgis_rest_services_ploi_marc_MapServer_0],https://data.montgomerycountymd.gov/Transportation/MARC-Train-Stations-arcgis_rest_services_ploi_marc/yms6-dne5, https://gis3.montgomerycountymd.gov/arcgis/rest/services/ploi/marc/MapServer/0 ,Transportation,August 19 2016,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=45,45
Marijuana Arrests Count by City,https://data.montgomerycountymd.gov/Public-Safety/Marijuana-Arrests-Count-by-City/ajtb-tms2," This dataset provides the public with arrest information from the Montgomery County Central Processing Unit (CPU) systems. The data presented is derived from every booking; criminal, civil and motor vehicle entered through CPU. The data is compiled by “CRIMS”, a respected jail records-management system used by the Montgomery County Corrections and many other law enforcement agencies. To protect arrestee’s privacy, personal information is redacted. Residential addresses are rounded to the nearest hundred block. All data is refreshed on 2 hour basis to reflect any additions or changes. -Information that may include mechanical or human error -Arrest information [Note: all arrested persons are presumed innocent until proven guilty in a court of law
- Records will be removed after 30 days.
Update Frequency - every 2 hours ",Public Safety,January 29 2020,"arrestee,arrest,daily,",https://data.montgomerycountymd.gov/browse?&page=7,7
